datetime,pm2.5,pm10,tsp,temp,humidity,windspeed,winddir,sealevelpressure,visibility,precipitation,solarradiation,aqi,aqi_category
2021-01-08,93.6489414088778,192.8,344.1,53.0,63.9,11.4,231.9,1016.8,4.0,0.0,176.7,171.0,Unhealthy
2021-01-09,112.925580368635,189.1,289.9,54.5,65.4,11.4,354.0,1016.3,3.6,1.6001999999999998,178.5,181.0,Unhealthy
2021-01-10,106.61199116249,182.0,290.4,55.1,58.4,13.9,353.2,1015.5,3.6,0.0,175.4,177.0,Unhealthy
2021-01-11,99.509510991158,158.7,260.9,53.1,67.7,8.1,165.4,1016.2,3.2,0.0,160.5,174.0,Unhealthy
2021-01-12,96.4406415154639,139.5,229.5,51.8,78.7,11.4,190.9,1016.5,2.5,0.0,111.8,172.0,Unhealthy
2021-01-13,95.0839768436107,128.2,199.5,51.5,78.5,13.9,203.3,1016.2,2.2,0.0,116.9,171.0,Unhealthy
2021-01-14,83.9642905928514,111.4,176.5,52.2,78.1,10.3,228.5,1017.1,2.2,0.0,154.8,166.0,Unhealthy
2021-01-15,93.4695371432669,130.2,244.4,51.9,81.1,12.8,238.9,1015.9,2.2,0.0,182.0,171.0,Unhealthy
2021-01-16,72.6329304630945,97.8,172.4,52.5,74.7,10.3,233.3,1014.4,2.7,0.0,131.6,160.0,Unhealthy
2021-01-17,68.5928833199209,100.4,172.7,54.6,71.8,8.1,210.9,1019.2,3.1,0.0,126.2,158.0,Unhealthy
2021-01-18,73.5982753074313,105.4,189.3,54.1,71.8,9.2,247.6,1019.5,3.1,0.0,162.6,160.0,Unhealthy
2021-01-19,60.327972739412,92.8,201.2,53.7,70.4,12.8,292.6,1015.5,3.7,0.0,148.7,153.0,Unhealthy
2021-01-20,64.9410005346742,93.6,180.0,51.1,73.3,11.4,211.0,1014.5,3.1,0.0,103.9,156.0,Unhealthy
2021-01-21,66.3666235672712,112.8,254.4,49.8,70.7,11.4,191.3,1014.0,2.8,0.0,160.8,157.0,Unhealthy
2021-01-22,98.6115343551035,149.7,257.5,50.0,72.5,11.4,235.5,1017.5,2.8,0.0,172.4,173.0,Unhealthy
2021-01-23,97.8578899587143,125.7,202.0,51.1,76.6,9.2,229.1,1016.7,2.7,0.0,190.6,173.0,Unhealthy
2021-01-24,85.8039980492226,115.1,209.7,51.4,75.2,11.4,254.4,1017.3,3.0,0.0,186.4,167.0,Unhealthy
2021-01-25,79.4651226615349,108.4,196.0,50.2,73.1,10.3,206.3,1018.6,3.0,0.0,172.3,163.0,Unhealthy
2021-01-26,84.3527658415053,115.0,200.2,49.9,70.0,5.8,330.9,1018.1,3.2,0.0,180.7,166.0,Unhealthy
2021-01-27,94.27775246124,136.0,260.6,49.8,67.5,9.2,195.5,1018.3,3.5,0.0,178.5,171.0,Unhealthy
2021-01-28,87.3384997809321,132.8,263.7,49.4,67.1,12.8,153.2,1020.0,3.4,0.0,197.2,167.0,Unhealthy
2021-01-29,78.3328744018087,116.7,245.2,50.1,65.3,12.8,189.1,1018.7,3.4,0.0,202.7,163.0,Unhealthy
2021-01-30,71.0468735374472,110.9,219.4,48.9,64.3,11.4,190.2,1016.8,3.8,0.0,193.4,159.0,Unhealthy
2021-01-31,76.8865729455005,135.0,277.5,48.6,64.1,12.8,198.0,1019.0,3.8,0.0,179.6,162.0,Unhealthy
2021-02-01,85.7516219889804,138.6,267.6,48.9,66.9,9.2,189.5,1021.0,3.4,0.0,165.4,167.0,Unhealthy
2021-02-02,84.7159191075171,140.3,266.9,50.5,64.9,11.4,192.4,1021.2,3.4,0.0,204.7,166.0,Unhealthy
2021-02-03,87.3753629757677,133.8,252.8,52.2,63.5,9.2,228.2,1021.0,3.5,0.0,209.2,167.0,Unhealthy
2021-02-04,79.0623293845428,114.5,220.9,52.8,63.6,9.2,93.4,1021.2,3.9,0.0,215.7,163.0,Unhealthy
2021-02-05,85.9732306552902,150.6,331.9,50.7,68.0,15.0,324.2,1020.5,3.5,0.0,150.3,167.0,Unhealthy
2021-02-06,62.7126173896626,90.2,176.9,49.5,74.1,13.9,108.0,1019.0,3.8,1.3,159.8,155.0,Unhealthy
2021-02-07,57.5886880275722,94.3,198.0,48.3,69.0,9.2,110.4,1020.0,4.4,0.0,217.2,152.0,Unhealthy
2021-02-08,88.9456218250711,155.9,288.7,52.8,61.8,6.9,105.1,1020.3,3.6,0.0,221.9,168.0,Unhealthy
2021-02-09,81.000754888276,130.6,242.4,54.5,65.3,11.4,188.8,1017.9,3.9,0.0,211.0,164.0,Unhealthy
2021-02-10,85.7941367933792,121.6,220.6,54.0,75.6,10.3,242.2,1016.1,3.1,0.0,160.3,167.0,Unhealthy
2021-02-11,76.9769361717478,104.0,196.2,55.2,76.0,9.2,222.4,1015.0,2.9,0.0,207.7,162.0,Unhealthy
2021-02-12,75.4502083913236,101.0,181.3,56.3,75.2,9.2,246.8,1016.1,2.8,0.0,162.3,161.0,Unhealthy
2021-02-13,63.2306669162736,94.9,196.8,56.6,75.4,8.1,224.5,1017.3,2.8,0.0,145.9,155.0,Unhealthy
2021-02-14,53.0953209854402,83.6,185.7,57.7,74.5,12.8,210.7,1018.3,2.7,0.0,165.7,144.0,Unhealthy for Sensitive Groups
2021-02-15,44.4265118593376,75.3,212.4,57.3,73.9,10.3,239.8,1016.8,2.4,0.0,197.5,123.0,Unhealthy for Sensitive Groups
2021-02-16,63.4872806331511,123.6,367.8,56.4,70.9,10.3,207.5,1017.1,3.1,0.0,184.9,155.0,Unhealthy
2021-02-17,50.9141235399212,85.7,211.5,55.7,66.3,15.0,244.8,1018.8,3.5,0.0,203.0,139.0,Unhealthy for Sensitive Groups
2021-02-18,41.2508468823486,68.2,184.8,54.6,61.5,10.3,127.8,1021.8,3.9,0.0,180.5,115.0,Unhealthy for Sensitive Groups
2021-02-19,36.7567258392145,63.4,154.3,54.9,61.5,11.4,113.7,1022.4,3.9,0.0,222.5,104.0,Unhealthy for Sensitive Groups
2021-02-20,37.6236489829581,64.4,156.5,56.6,59.5,11.4,341.0,1019.8,4.1,0.0,226.6,106.0,Unhealthy for Sensitive Groups
2021-02-21,42.6369122042394,77.4,182.4,58.0,61.4,9.2,263.1,1018.0,3.8,0.0,241.4,119.0,Unhealthy for Sensitive Groups
2021-02-22,45.8799886020476,76.0,167.2,58.8,66.0,10.3,223.5,1019.5,3.1,6.400799999999999,246.2,127.0,Unhealthy for Sensitive Groups
2021-02-23,68.1242621089132,97.3,199.7,60.5,68.6,10.3,227.3,1017.9,2.9,0.0,225.7,158.0,Unhealthy
2021-02-24,80.8099803318076,106.1,211.1,60.7,69.5,11.4,245.3,1015.4,2.9,0.0,177.8,164.0,Unhealthy
2021-02-25,86.7091683765552,103.6,176.4,60.9,75.6,10.3,199.9,1013.1,2.2,0.0,177.0,167.0,Unhealthy
2021-02-26,82.4107354377888,97.5,209.2,61.5,76.6,13.9,204.4,1011.8,2.2,8.001,173.7,165.0,Unhealthy
2021-02-27,69.7553789929021,87.0,188.7,63.6,72.4,13.9,286.3,1011.8,2.4,0.0,179.9,158.0,Unhealthy
2021-02-28,60.5464323038368,82.0,191.5,64.8,65.7,13.9,252.5,1013.3,3.1,0.0,198.8,154.0,Unhealthy
2021-03-01,53.9842444391374,104.8,296.2,63.3,61.5,15.0,215.0,1015.5,3.6,0.0,240.7,147.0,Unhealthy for Sensitive Groups
2021-03-02,51.7757692096858,156.0,473.0,59.7,49.7,16.1,180.8,1016.5,4.5,0.0,244.1,141.0,Unhealthy for Sensitive Groups
2021-03-03,66.3469556032803,134.1,362.0,58.8,50.7,15.0,204.4,1017.2,3.8,0.0,254.1,157.0,Unhealthy
2021-03-04,63.1469975377004,103.0,240.9,59.3,55.8,13.9,195.5,1016.8,3.7,0.0,169.6,155.0,Unhealthy
2021-03-05,51.868279473832,82.1,194.8,59.1,69.1,12.8,204.9,1015.3,3.4,0.0,224.2,141.0,Unhealthy for Sensitive Groups
2021-03-06,39.4288252343204,55.7,151.4,58.1,74.4,12.8,193.5,1016.2,3.5,6.1,210.3,111.0,Unhealthy for Sensitive Groups
2021-03-07,44.5892601137938,60.1,121.1,58.5,79.8,9.2,126.0,1018.0,3.0,0.0,162.0,123.0,Unhealthy for Sensitive Groups
2021-03-08,33.364784690329,52.9,135.8,62.3,71.1,16.1,305.4,1019.3,3.0,0.0,227.6,96.0,Moderate
2021-03-09,28.9244984610593,59.1,152.9,63.3,60.8,16.1,291.8,1018.5,4.2,0.0,228.5,86.0,Moderate
2021-03-10,26.7132882762858,46.2,106.1,62.9,65.3,13.9,298.4,1019.0,4.0,0.0,225.9,82.0,Moderate
2021-03-11,27.0299798107132,45.4,114.3,63.0,61.7,13.9,289.0,1020.3,4.1,0.5,248.6,82.0,Moderate
2021-03-12,28.3779427938027,46.5,117.9,64.8,63.0,12.8,242.6,1022.3,3.5,0.0,252.9,85.0,Moderate
2021-03-13,21.7643592068761,37.2,98.0,62.1,65.2,10.3,210.6,1021.1,3.8,0.0,171.0,71.0,Moderate
2021-03-14,36.5497753788103,105.7,297.0,61.5,70.9,13.9,217.4,1017.1,3.7,0.0,209.3,104.0,Unhealthy for Sensitive Groups
2021-03-15,39.8346162269259,105.0,282.8,63.0,66.6,12.8,213.6,1016.5,3.3,0.0,243.9,112.0,Unhealthy for Sensitive Groups
2021-03-16,42.950286093903,89.5,249.3,64.0,63.6,15.0,211.3,1016.8,3.3,0.0,203.2,119.0,Unhealthy for Sensitive Groups
2021-03-17,50.5269074855873,125.5,304.8,64.5,59.8,13.9,203.2,1016.2,3.1,0.0,246.1,138.0,Unhealthy for Sensitive Groups
2021-03-18,63.2106168597446,117.0,210.6,64.8,57.8,15.0,212.6,1017.2,2.8,0.0,243.9,155.0,Unhealthy
2021-03-19,59.2190884673508,134.0,278.8,65.6,58.4,10.3,255.3,1016.7,2.8,0.0,246.7,153.0,Unhealthy
2021-03-20,55.0446694312767,140.1,269.7,65.6,51.0,12.8,292.9,1014.8,3.3,0.0,243.8,149.0,Unhealthy for Sensitive Groups
2021-03-21,51.4716730756455,111.3,237.8,65.9,47.5,36.9,302.6,1015.8,3.6,0.0,256.8,140.0,Unhealthy for Sensitive Groups
2021-03-22,55.68010497187093,114.8,239.76666666666668,66.0,49.0,12.8,234.8,1018.6,2.8,0.0,263.2,151.0,Unhealthy
2021-03-23,59.88853686809637,118.3,241.7333333333333,67.1,49.8,15.0,246.6,1019.8,2.5,0.0,259.2,153.0,Unhealthy
2021-03-24,64.0969687643218,121.8,243.7,67.8,47.0,12.8,295.7,1018.0,3.1,0.0,248.8,155.0,Unhealthy
2021-03-25,78.4717246515032,153.1,295.5,65.7,40.5,11.4,265.4,1016.1,3.5,0.0,282.5,163.0,Unhealthy
2021-03-26,121.662977347217,188.0,335.7,63.4,45.1,13.9,207.6,1016.2,2.2,0.0,298.5,185.0,Unhealthy
2021-03-27,119.137361128209,159.8,265.9,63.6,53.9,11.4,232.0,1016.7,1.4,0.0,298.5,184.0,Unhealthy
2021-03-28,80.7962910140479,124.6,242.5,63.2,56.2,11.4,266.3,1015.5,1.4,0.0,281.5,164.0,Unhealthy
2021-03-29,113.446454278618,200.1,362.1,63.9,58.4,10.3,252.7,1013.5,1.4,0.0,245.8,181.0,Unhealthy
2021-03-30,161.199891185019,250.0,478.8,66.5,57.7,9.2,165.4,1008.1,1.9,0.0,224.0,212.0,Very Unhealthy
2021-03-31,128.764949893384,197.8,387.7,64.5,70.6,9.2,321.1,1005.5,2.0,0.0,207.2,189.0,Unhealthy
2021-04-01,104.2589020998596,182.1,399.3,64.1,69.3,18.3,182.6,1007.5,3.3,9.9,252.9,176.0,Unhealthy
2021-04-02,79.7528543063352,166.4,410.9,63.9,49.9,13.9,187.3,1012.3,3.9,0.0,291.4,164.0,Unhealthy
2021-04-03,111.304209729846,210.3,436.6,64.5,38.2,12.8,201.6,1015.5,3.8,0.0,287.1,180.0,Unhealthy
2021-04-04,158.033378044852,263.5,488.6,63.5,37.2,11.4,160.9,1016.0,2.4,0.0,300.2,208.0,Very Unhealthy
2021-04-05,193.069170750325,299.5,521.9,63.3,46.1,12.8,178.2,1018.0,1.7,0.0,309.8,243.0,Very Unhealthy
2021-04-06,192.130102322316,295.2,509.3,64.4,51.2,9.2,307.3,1017.3,1.5,0.0,297.0,242.0,Very Unhealthy
2021-04-07,160.086814903487,252.2,443.2,66.8,56.8,8.1,206.8,1017.7,1.8,0.0,280.7,211.0,Very Unhealthy
2021-04-08,100.587396429878,170.0,374.5,68.8,54.5,16.1,282.8,1015.4,2.8,0.0,295.5,174.0,Unhealthy
2021-04-09,59.0498013789777,122.8,315.9,66.5,54.9,18.3,274.2,1016.9,3.9,0.0,301.4,153.0,Unhealthy
2021-04-10,57.7828267853564,116.9,254.0,67.1,48.5,11.4,291.0,1018.3,4.8,1.0,314.4,152.0,Unhealthy
2021-04-11,92.217569769471,183.9,383.0,68.9,38.6,8.1,248.2,1018.6,3.9,0.0,316.7,170.0,Unhealthy
2021-04-12,131.366796436339,239.6,456.8,68.0,38.5,15.0,218.5,1019.3,2.6,0.9906,275.2,190.0,Unhealthy
2021-04-13,123.479068309171,236.2,495.2,67.0,43.5,9.2,129.9,1018.1,2.7,0.0,275.9,186.0,Unhealthy
2021-04-14,118.612465968724,211.0,434.5,69.3,48.5,10.3,238.6,1017.0,2.9,0.0,297.6,184.0,Unhealthy
2021-04-15,96.0215760431566,200.7,435.1,69.6,51.6,30.0,289.4,1016.0,3.1,0.0,276.2,172.0,Unhealthy
2021-04-16,58.4864396430939,103.9,261.1,62.6,71.2,10.3,118.7,1017.1,3.8,11.9,267.9,153.0,Unhealthy
2021-04-17,54.991892652929,90.8,219.2,64.7,72.3,15.0,296.1,1017.6,3.5,1.3,245.3,149.0,Unhealthy for Sensitive Groups
2021-04-18,39.1667608948918,71.9,162.1,64.4,64.6,20.8,288.3,1017.3,4.7,0.3,279.9,110.0,Unhealthy for Sensitive Groups
2021-04-19,47.2679643240354,101.7,265.8,65.6,62.4,10.3,244.5,1013.2,4.9,7.4,276.7,130.0,Unhealthy for Sensitive Groups
2021-04-20,70.5216423318109,153.0,369.2,69.2,56.4,15.0,216.6,1014.0,4.3,0.0,305.4,159.0,Unhealthy
2021-04-21,82.9447373008825,148.7,311.0,65.4,65.4,10.3,89.2,1017.9,3.3,0.0,179.8,165.0,Unhealthy
2021-04-22,33.5745628438374,61.2,150.6,64.7,61.9,12.8,246.3,1018.8,4.9,6.6,230.9,96.0,Moderate
2021-04-23,35.4049203663342,95.6,267.6,67.7,47.0,12.8,291.9,1016.1,5.7,0.0,329.3,,Hazardous
2021-04-24,49.4489786506667,122.1,307.4,71.0,43.4,15.0,302.0,1016.5,5.1,0.0,295.8,135.0,Unhealthy for Sensitive Groups
2021-04-25,56.0954690817159,137.6,331.5,71.9,42.9,13.9,231.2,1016.6,4.9,0.0,318.2,151.0,Unhealthy
2021-04-26,60.9189814399106,152.9,393.8,72.5,44.7,12.8,186.7,1015.9,4.3,0.0,333.9,154.0,Unhealthy
2021-04-27,75.1552696038218,197.4,482.5,72.3,44.4,16.1,187.2,1016.6,3.7,0.0,309.5,161.0,Unhealthy
2021-04-28,83.6451007066676,201.1,420.6,72.7,46.3,13.9,201.7,1017.7,3.6,0.0,277.4,166.0,Unhealthy
2021-04-29,63.9866876895866,116.3,222.3,66.6,68.4,13.9,109.0,1019.2,3.7,5.3,264.1,155.0,Unhealthy
2021-04-30,43.908502590453,64.8,141.7,65.7,70.9,11.4,148.8,1017.9,4.0,1.0,187.3,122.0,Unhealthy for Sensitive Groups
2021-05-01,46.8754252426726,64.4,109.9,66.6,73.5,15.7,164.0,1017.6,3.8,0.3,203.5,129.0,Unhealthy for Sensitive Groups
2021-05-02,53.9477561870086,69.9,93.0,63.4,88.1,6.9,106.4,1017.5,3.5,4.2926,206.2,146.0,Unhealthy for Sensitive Groups
2021-05-03,55.6089183638395,77.0,121.9,67.0,81.0,19.7,281.4,1015.2,3.5,0.0,213.0,151.0,Unhealthy
2021-05-04,49.9430194714084,66.3,88.4,65.3,86.2,15.0,155.8,1015.3,3.4,0.0,211.6,137.0,Unhealthy for Sensitive Groups
2021-05-05,29.4475670859225,39.4,65.0,65.8,82.3,12.8,148.9,1015.6,4.3,1.5,92.1,87.0,Moderate
2021-05-06,35.7559914072044,51.0,83.0,67.0,76.1,6.9,109.1,1017.3,3.9,0.8,211.6,102.0,Unhealthy for Sensitive Groups
2021-05-07,45.7500850875407,61.4,85.6,68.0,77.6,9.2,121.3,1017.7,4.1,0.0,166.4,126.0,Unhealthy for Sensitive Groups
2021-05-08,34.8831058787641,54.1,105.6,68.6,65.9,12.8,257.6,1017.1,4.3,0.1016,258.9,99.0,Moderate
2021-05-09,32.3695033514957,59.6,139.0,68.4,61.2,18.3,217.2,1015.2,5.2,0.0,257.3,94.0,Moderate
2021-05-10,51.0654165695398,72.9,120.1,66.0,79.9,8.1,100.8,1014.0,4.0,1.3,245.8,139.0,Unhealthy for Sensitive Groups
2021-05-11,53.2362952144728,75.1,135.2,65.1,84.5,11.4,240.0,1013.0,3.9,7.9,232.1,145.0,Unhealthy for Sensitive Groups
2021-05-12,50.0745716043873,63.7,90.3,64.7,87.0,11.4,123.6,1011.4,4.1,7.1,118.4,137.0,Unhealthy for Sensitive Groups
2021-05-13,42.0921147050966,53.9,78.9,63.9,85.6,5.8,96.4,1012.2,4.1,5.1,197.4,117.0,Unhealthy for Sensitive Groups
2021-05-14,44.266072072677,63.2,113.6,68.6,71.2,12.8,299.2,1010.6,5.0,0.0,252.1,123.0,Unhealthy for Sensitive Groups
2021-05-15,41.6429952916309,63.1,124.5,70.5,66.2,13.9,295.9,1012.9,5.4,0.0,287.1,116.0,Unhealthy for Sensitive Groups
2021-05-16,43.1405171486861,75.9,142.0,74.0,56.5,15.0,274.1,1014.7,5.1,0.0,297.4,120.0,Unhealthy for Sensitive Groups
2021-05-17,48.491872298844,83.4,167.3,73.5,61.1,10.3,325.9,1015.2,4.9,0.0,256.7,133.0,Unhealthy for Sensitive Groups
2021-05-18,58.1854389773471,89.3,172.9,73.4,68.2,10.3,282.9,1013.8,4.2,0.0,164.3,152.0,Unhealthy
2021-05-19,65.4909203690562,81.9,107.9,69.4,84.3,4.7,51.1,1013.6,3.3,0.0,71.9,156.0,Unhealthy
2021-05-20,28.0646310967817,33.2,39.9,67.5,94.4,6.9,101.5,1013.4,3.7,8.6,85.5,85.0,Moderate
2021-05-21,18.0776990098662,32.2,107.8,71.9,80.9,16.1,211.2,1012.6,4.7,3.0,250.3,64.0,Moderate
2021-05-22,15.6741497163918,28.8,83.7,75.5,72.5,39.1,229.2,1011.6,5.1,0.0,263.8,59.0,Moderate
2021-05-23,18.8796220190307,38.0,107.0,77.1,69.9,10.3,227.6,1012.2,5.4,0.0,256.0,65.0,Moderate
2021-05-24,21.8188769103469,43.4,130.6,76.4,68.8,13.9,195.4,1012.0,4.7,0.3,244.8,71.0,Moderate
2021-05-25,23.6881258165222,36.5,69.8,71.9,80.4,16.1,179.5,1010.7,4.2,3.8,205.8,75.0,Moderate
2021-05-26,7.65808374406642,9.1,10.3,68.1,96.8,5.8,255.6,1009.5,4.1,5.1,48.2,32.0,Good
2021-05-27,9.92781441875284,12.2,14.1,68.2,98.5,5.8,301.9,1009.8,3.8,31.2,59.3,41.0,Good
2021-05-28,20.3115450458966,22.8,23.4,66.4,97.5,11.4,76.5,1012.1,4.0,19.685,32.8,68.0,Moderate
2021-05-29,29.7649436751845,36.4,57.6,70.7,85.1,11.4,104.4,1013.9,4.5,0.1016,154.9,88.0,Moderate
2021-05-30,37.463274672852,48.9,79.9,72.0,82.2,9.2,120.6,1012.3,4.5,0.0,234.8,106.0,Unhealthy for Sensitive Groups
2021-05-31,29.4190239902499,38.2,59.0,73.9,80.7,12.8,244.9,1009.8,4.1,17.5,239.8,87.0,Moderate
2021-06-01,28.9626219983874,40.5,76.1,73.3,78.7,11.4,240.5,1011.6,4.5,0.0,213.2,86.0,Moderate
2021-06-02,33.4647039617732,48.0,89.7,74.0,74.1,15.0,231.9,1012.7,5.1,0.0,254.3,96.0,Moderate
2021-06-03,31.4874683180954,45.2,78.0,75.0,73.4,11.4,233.9,1013.9,5.0,0.0,259.3,92.0,Moderate
2021-06-04,32.5059172739865,53.7,116.0,75.3,74.8,12.8,259.8,1014.1,5.0,0.0,250.8,94.0,Moderate
2021-06-05,34.3874592399464,57.7,112.3,76.0,71.1,12.8,296.8,1012.8,4.7,0.0,241.8,98.0,Moderate
2021-06-06,29.9553783510544,47.8,104.7,76.2,71.0,13.9,288.9,1011.8,4.5,0.0,251.2,89.0,Moderate
2021-06-07,36.6444541489648,56.5,102.3,78.7,66.0,12.8,304.6,1009.8,4.9,0.0,277.5,104.0,Unhealthy for Sensitive Groups
2021-06-08,39.0307788928705,63.8,124.3,76.3,74.6,12.8,155.7,1008.4,4.4,0.0,254.5,110.0,Unhealthy for Sensitive Groups
2021-06-09,33.9370268532665,52.8,100.4,74.8,80.6,13.9,194.3,1008.7,4.4,5.8,209.2,97.0,Moderate
2021-06-10,32.1111331957226,41.3,61.3,72.9,87.5,11.4,134.5,1008.5,3.9,36.6,168.7,93.0,Moderate
2021-06-11,32.2580403311285,43.5,63.0,72.9,86.6,10.3,310.6,1007.8,4.3,24.4,192.4,93.0,Moderate
2021-06-12,27.3926602279211,31.4,41.9,70.9,90.9,4.7,240.2,1009.2,4.6,30.7,95.9,83.0,Moderate
2021-06-13,30.5499779445354,36.6,47.6,71.3,94.2,4.7,286.8,1008.8,4.7,0.0,84.0,90.0,Moderate
2021-06-14,12.5544190154304,17.3,27.4,72.6,94.7,6.9,237.4,1006.6,4.3,18.8,208.6,52.0,Moderate
2021-06-15,12.2376913775567,14.7,16.5,71.6,95.3,10.3,108.5,1004.5,4.0,15.0,71.9,51.0,Moderate
2021-06-16,9.72338896425638,11.7,13.9,70.8,96.3,10.3,276.9,1007.2,4.2,4.8,96.5,41.0,Good
2021-06-17,12.7211433608139,19.6,36.6,72.7,90.3,9.2,253.9,1008.3,4.6,8.7884,196.4,52.0,Moderate
2021-06-18,12.1573381890411,21.3,45.0,74.4,86.7,6.9,224.0,1009.0,4.8,0.3,151.2,51.0,Moderate
2021-06-19,8.88004828037414,15.9,36.2,73.2,84.9,10.3,153.4,1008.8,5.2,0.3,153.7,37.0,Good
2021-06-20,12.6173793287098,21.3,42.3,72.0,90.1,8.1,170.8,1009.4,4.8,2.8,78.0,52.0,Moderate
2021-06-21,11.0532552602409,22.3,75.2,74.4,82.8,12.8,178.5,1009.6,5.3,0.0,194.6,46.0,Good
2021-06-22,14.415293263911,32.2,94.8,76.1,80.3,16.1,195.2,1010.2,5.3,0.0,181.3,56.0,Moderate
2021-06-23,13.781521257722,23.1,58.9,74.6,88.3,9.2,173.1,1011.8,4.5,1.3,164.8,55.0,Moderate
2021-06-24,14.7398756567028,26.6,66.0,75.9,82.4,10.3,235.4,1010.8,4.6,7.4,155.9,57.0,Moderate
2021-06-25,17.1841935264866,28.5,59.8,72.6,91.2,11.4,218.0,1009.8,4.2,2.8,121.5,62.0,Moderate
2021-06-26,14.5121094283464,19.9,27.4,70.9,93.7,6.9,138.0,1012.3,4.1,34.8,41.7,56.0,Moderate
2021-06-27,18.0859632720257,28.2,55.4,74.9,85.5,8.1,166.9,1011.8,4.6,4.3,186.1,64.0,Moderate
2021-06-28,16.7800871727195,29.9,76.6,74.7,84.7,8.1,262.7,1010.1,4.7,0.0,188.8,61.0,Moderate
2021-06-29,17.1491564171026,29.3,63.5,75.3,85.4,8.1,235.3,1009.2,4.4,0.0,143.7,62.0,Moderate
2021-06-30,27.5653018526679,40.0,61.2,73.6,93.6,9.2,182.8,1006.9,3.6,2.5,53.4,84.0,Moderate
2021-07-01,31.8023034396198,39.5,45.1,70.6,96.2,6.9,95.0,1006.8,3.2,53.1,54.7,92.0,Moderate
2021-07-02,19.0551830993091,22.0,23.9,69.8,97.6,4.7,96.2,1007.8,3.3,46.0,46.2,66.0,Moderate
2021-07-03,14.4756537742584,19.8,34.9,72.6,90.2,10.3,196.0,1010.0,3.9,6.1,66.5,56.0,Moderate
2021-07-04,18.5884591859203,31.4,69.8,74.5,85.4,9.2,214.9,1011.8,4.3,0.3,201.5,65.0,Moderate
2021-07-05,18.0898899091974,29.0,71.2,74.5,90.5,11.4,184.8,1011.8,4.2,10.4,216.0,64.0,Moderate
2021-07-06,18.7500299011766,31.4,71.2,75.8,87.0,12.8,231.2,1009.8,4.3,0.0,190.4,65.0,Moderate
2021-07-07,21.8860148590302,36.8,74.8,75.7,85.6,12.8,196.1,1009.3,4.3,0.0,145.5,72.0,Moderate
2021-07-08,15.7117906352717,20.9,31.4,72.3,95.5,8.1,136.8,1011.6,4.2,20.6,95.9,59.0,Moderate
2021-07-09,13.4580848333404,23.9,67.9,73.6,91.0,11.4,207.5,1011.2,4.3,20.3,135.6,54.0,Moderate
2021-07-10,13.5018265200035,20.5,47.6,74.1,90.9,11.4,183.9,1010.5,4.1,69.3,134.9,54.0,Moderate
2021-07-11,13.6250801617397,21.4,51.6,72.2,94.6,6.9,131.4,1014.2,3.9,0.0,100.8,54.0,Moderate
2021-07-12,15.0803482194347,26.8,69.3,73.5,91.8,8.1,158.0,1013.9,4.7,14.5,184.9,57.0,Moderate
2021-07-13,12.1401865057216,23.3,66.7,74.5,88.1,11.4,46.0,1013.5,4.5,28.4,173.7,51.0,Moderate
2021-07-14,13.4889720575159,19.2,36.4,74.1,90.5,9.2,254.3,1012.9,4.1,0.2032,130.5,54.0,Moderate
2021-07-15,14.0242718330452,20.3,36.2,73.0,89.0,5.8,102.8,1013.8,4.2,1.3,70.9,55.0,Moderate
2021-07-16,22.6880433841184,33.0,50.0,71.7,95.0,8.1,341.0,1014.8,4.1,1.5,84.8,73.0,Moderate
2021-07-17,19.7987761980853,26.6,45.1,72.3,94.1,8.1,111.6,1012.3,3.7,8.9,122.8,67.0,Moderate
2021-07-18,15.3042332871942,30.0,102.3,74.4,88.7,11.4,209.1,1010.5,4.2,2.5,53.3,58.0,Moderate
2021-07-19,16.9464447216418,28.2,79.1,74.6,88.9,6.9,203.8,1009.0,4.3,1.0,150.1,61.0,Moderate
2021-07-20,19.7361514802966,27.7,50.5,72.6,96.2,6.9,177.6,1008.6,4.1,0.0,84.3,67.0,Moderate
2021-07-21,13.7485346866879,22.9,58.6,72.9,94.4,11.4,169.5,1007.7,4.1,3.3,139.1,54.0,Moderate
2021-07-22,15.9040906830239,24.3,53.9,75.1,88.6,9.2,180.9,1006.9,4.5,7.9,113.0,59.0,Moderate
2021-07-23,11.854913995183,25.3,78.1,76.2,86.8,11.4,229.4,1007.5,4.6,0.0,198.4,49.0,Good
2021-07-24,11.1873515641319,28.9,126.8,77.1,86.3,11.4,164.7,1008.4,4.6,42.9,185.7,47.0,Good
2021-07-25,10.8858211579334,20.2,67.7,75.4,88.5,13.9,211.0,1008.7,4.2,10.9,144.2,45.0,Good
2021-07-26,10.628770053416728,20.3,66.64,73.1,93.6,3.4,221.5,1007.3,4.0,26.9,63.9,44.0,Good
2021-07-27,10.371718948900057,20.4,65.58,74.1,91.1,12.8,182.1,1005.4,4.3,0.0,100.9,43.0,Good
2021-07-28,10.114667844383384,20.5,64.52,74.3,88.3,9.2,17.9,1006.2,4.4,17.5,159.5,42.0,Good
2021-07-29,9.857616739866712,20.6,63.46,75.3,84.8,12.8,245.0,1006.7,4.9,18.5,191.8,41.0,Good
2021-07-30,9.60056563535004,20.7,62.4,74.7,89.5,8.1,224.6,1008.0,4.6,9.9,140.1,40.0,Good
2021-07-31,9.34482405059726,22.1,85.0,76.8,83.6,11.4,147.9,1008.4,5.0,9.1,164.6,39.0,Good
